ISO3,AREA,LON,LAT,UN_2000_E,LON,LAT,UN_2005_E,LON,LAT,UN_2010_E,LON,LAT,UN_2015_E,LON,LAT,UN_2020_E,LON,LAT
REU,2525.185444,55.5326038,-21.13319451,736712,55.474172,-21.0911418,791601,55.47459422,-21.0918648,830516,55.47497506,-21.09254203,861157,55.47531359,-21.09317406,891863,55.47560892,-21.09376132
MRT,1046448.689,-10.35464827,20.18467423,2711423,-12.96051813,17.16724056,3154089,-12.97565772,17.16701381,3591395,-12.98613963,17.16901375,4067561,-12.98156228,17.17054483,4573162,-12.94502204,17.16755905
GNB,34018.96235,-14.98124035,12.01272421,1315454,-15.24770773,12.02558241,1462783,-15.24708383,12.02327756,1634196,-15.247036,12.02069598,1844326,-15.24757059,12.01784565,2068360,-15.24869011,12.01474211
GMB,10760.69405,-15.37641419,13.44736319,1228865,-15.92164978,13.41964898,1440541,-15.94649869,13.4145693,1693003,-15.97808201,13.40912238,1990924,-16.01592136,13.40339786,2325503,-16.05929317,13.39751795
LBR,96547.89875,-9.305011279,6.442675962,2891970,-9.799802593,6.531025283,3269789,-9.817498259,6.520288323,3957988,-9.835640879,6.509088303,4503434,-9.85421208,6.49753208,5090857,-9.873185865,6.485730027
COM,1683.46772,43.68311532,-11.89382206,547695,43.58031286,-11.97840284,618633,43.5825176,-11.97740314,698695,43.58491508,-11.97647336,788475,43.58751939,-11.9756195,883162,43.59033637,-11.97484378
MUS,2037.834512,57.89637673,-20.11022579,1185135,57.73311157,-20.22251276,1222009,57.73959334,-20.22154267,1247944,57.74603835,-20.22053793,1273216,57.75243875,-20.21950635,1291365,57.75875481,-20.21844515
SHN,413.450148,-10.36763889,-23.57763299,5113,-7.076320692,-15.8713404,4273,-7.202499578,-15.84956813,4174,-7.339413217,-15.83228958,3960,-7.485104076,-15.80571024,4052,-7.639431658,-15.77833883
NAM,827940.2631,17.20620226,-22.02798885,1897917,17.09797025,-19.69827234,2026987,17.07996129,-19.76413477,2193651,17.06086699,-19.83862581,2458857,17.04025723,-19.92166128,2731167,17.01773845,-20.01322155
STP,1008.98678,6.71641521,0.436354026,137163,6.705119469,0.36453705,153145,6.70464832,0.363650468,170880,6.704163811,0.362747853,190345,6.703666064,0.361828071,211039,6.703154177,0.360890675
DZA,2316660.347,2.687616092,27.90663249,31183672,3.564902995,35.61826694,33267889,3.5542128,35.58618705,36036160,3.539624024,35.55580317,39666524,3.518149077,35.52816546,43007779,3.482755899,35.5057225
MAR,414726.5202,-6.350500229,31.78356593,28950537,-6.605606569,33.14410475,30385497,-6.617734315,33.1491751,32107727,-6.630631364,33.15454149,34377536,-6.644173354,33.1604361,36444326,-6.658258975,33.16706359
TZA,947930.8781,34.81670332,-6.246951048,33991626,35.14037561,-5.495083573,39065605,35.15186673,-5.483812382,45648534,35.1710748,-5.475281647,53470413,35.19876471,-5.46979839,62267306,35.23560589,-5.467649151
MYT,394.0448635,45.14839872,-12.82118017,150330,45.16900264,-12.80154281,178105,45.16941748,-12.80197551,208723,45.16976202,-12.80229568,240016,45.17004378,-12.80250223,273169,45.17026484,-12.80258491
SSD,626242.1229,30.27723553,7.297582441,6692998,30.19626321,7.448572054,8099910,30.40234472,7.291519571,10056478,30.66994619,7.06792796,12339810,31.02074712,6.754201438,14122216,31.45288335,6.349581572
TCD,1277274.458,18.65594411,15.26358,8343320,17.2018959,11.2140708,10067931,17.2703245,11.29839304,11896384,17.34673246,11.3931896,14037472,17.4321838,11.50015587,16431331,17.52779516,11.62116054
CAF,624212.867,20.48003514,6.56640315,3726051,18.4267592,5.462065516,4055610,18.42732814,5.457245106,4444975,18.427908,5.452325637,4900272,18.42849405,5.447309704,5408762,18.4290933,5.442194437
SWZ,17359.43378,31.50144614,-26.5627653,1063712,31.43003899,-26.54428507,1104642,31.42882174,-26.53734455,1193147,31.42756233,-26.53065415,1286969,31.42626307,-26.52421133,1366260,31.4249278,-26.51802199
NER,1190149.909,9.348844578,17.37190794,11224530,5.763931723,13.98643273,13485434,5.843709089,13.99581361,16291990,5.922967902,14.0081782,19899121,6.000502344,14.02431898,24314935,6.074580523,14.04520701
TGO,57362.14939,0.978417336,8.523162233,4874736,1.067484527,7.776018675,5578218,1.062969838,7.78087215,6390851,1.059552319,7.774233169,7304579,1.057658009,7.752637811,8293638,1.057696213,7.71295649
LSO,30558.83991,28.25531181,-29.57738364,1856226,27.94695833,-29.47182547,1925845,27.95044748,-29.46670051,2010589,27.95378401,-29.46167174,2135019,27.95697492,-29.45674428,2257685,27.96003006,-29.45192277
CIV,323718.783,-5.554248142,7.617594168,16517947,-5.280002774,6.649197546,18132700,-5.294273662,6.65793596,20131708,-5.309636723,6.66834307,22701557,-5.326227514,6.680664025,25565548,-5.344204667,6.695176957
BFA,276483.0775,-1.750926498,12.27738009,11607946,-1.903373884,12.28650757,13421932,-1.897925067,12.27377678,15632065,-1.893803434,12.25844393,18105567,-1.891316727,12.24021306,20860547,-1.890877708,12.21872558
ZWE,392719.7753,29.86840749,-18.97785257,12499978,30.5498167,-18.7327012,12984415,30.56859361,-18.71089362,13973888,30.58647654,-18.68930288,15602757,30.60347686,-18.66792694,17470712,30.61960649,-18.64675801
GHA,239866.2373,-1.210920546,7.956559427,18824994,-1.0300349,6.929191074,21389515,-1.017026195,6.913531629,24317733,-1.005637556,6.897473688,27409894,-0.996058388,6.881136524,30530454,-0.988465614,6.864645177
DJI,21819.97871,42.57940626,11.73336529,722562,42.86877468,11.56347109,778406,42.86527857,11.57068199,830804,42.86130748,11.5788374,887861,42.85683964,11.58796818,946669,42.85186698,11.59808335
HMD,362.3585408,73.51061832,-53.09260553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEN,116156.3345,2.338494937,9.644165901,6949364,2.262271675,7.967874554,8182359,2.270037839,8.004292224,9509797,2.278728002,8.034833059,10879833,2.288169056,8.059252942,12360722,2.298172158,8.077378747
ETH,1138268.832,39.6469644,8.602673365,66443604,38.61422704,9.12736503,76608431,38.61115825,9.096837147,87561827,38.60776565,9.066642252,99390752,38.60402912,9.036797139,111971077,38.59992604,9.007316383
SOM,636866.1751,45.84463432,6.030179152,7385418,45.13907863,4.98650845,8466936,45.13908017,4.98650918,9581716,45.13907975,4.98650769,10787106,45.13907954,4.986507743,12422738,45.13907873,4.986507792
ZMB,755806.3292,27.82823106,-13.42528451,10585218,28.60291549,-13.59149603,12043586,28.60676878,-13.59874854,13917434,28.61507099,-13.60144463,16211765,28.62734396,-13.59814978,18882332,28.64382866,-13.58398082
MDG,594541.1829,46.73670379,-19.28092798,15744814,47.42699647,-19.32197851,18290396,47.39593233,-19.31770743,21079543,47.36047809,-19.31852035,24235410,47.32046058,-19.32456534,27798958,47.27578927,-19.33579336
UGA,243049.3086,32.3912358,1.279902924,23757641,32.20305601,0.910303184,28042404,32.21677262,0.916015094,33149427,32.22967662,0.923401097,39032386,32.24151541,0.931885177,45856370,32.25203695,0.941010013
GNQ,27201.25795,10.33110762,1.701262853,530896,9.98671726,2.117810223,625867,9.974281736,2.128987566,728711,9.9618023,2.140293174,845060,9.949294828,2.151729806,970827,9.936759986,2.163290472
SLE,73068.60827,-11.79016252,8.554439443,4060704,-12.04596779,8.429672813,5071275,-12.05768168,8.420977687,5775906,-12.06852268,8.412041632,6453185,-12.07859338,8.402875031,7160368,-12.08798759,8.393493374
GAB,266408.9446,11.78520189,-0.622000611,1231549,10.7832632,-0.27141917,1377778,10.87359783,-0.289409504,1541936,10.97760757,-0.315052061,1725293,11.09554707,-0.348846232,1917170,11.22707811,-0.391019105
LBY,1622442.516,18.08399266,26.93612345,5337264,15.78276712,31.39073199,5801543,15.78276842,31.39073117,6265696,15.7827675,31.3907299,6278438,15.78276851,31.39073061,6700085,15.78276764,31.39073118
SYC,496.8231005,51.80066153,-6.74684879,81156,55.4077866,-4.674832558,88744,55.41889716,-4.668461393,93081,55.42965751,-4.662250397,96472,55.43999686,-4.6562442,98841,55.45007277,-4.650341589
COG,343953.0259,15.24637343,-0.830387798,3109269,14.20216874,-3.735483486,3503087,14.24128084,-3.573159842,4066079,14.4137012,-3.264359765,4620330,14.72531321,-2.73143,5263341,15.19671254,-1.907752882
MWI,118746.5081,34.29428073,-13.19534319,11193230,34.4779778,-14.28418939,12747846,34.46300694,-14.25836103,14769777,34.44760015,-14.23292345,17215218,34.43123738,-14.20767345,20022259,34.41240668,-14.18223405
CPV,4114.353283,-23.97502453,15.94193808,438737,-23.98405296,15.66132577,474224,-23.98766969,15.66528374,490380,-23.98885871,15.66981468,520501,-23.98672638,15.67488903,552850,-23.98017117,15.6804772
AGO,1255284.684,17.54372488,-12.24001622,15058643,15.67042264,-10.82746103,17912941,15.53838544,-10.99863933,21219955,15.29517339,-10.99385608,25021969,14.92813671,-10.75750555,29245334,14.49161474,-10.33090744
GIN,246205.4074,-10.92961776,10.42848916,8799163,-11.60604819,10.09793415,9669018,-11.5998868,10.12338803,11012400,-11.59247802,10.14606289,12608591,-11.58637683,10.1659387,14354833,-11.58528554,10.18274658
ZAF,1224469.641,25.20315101,-28.87690498,44896855,27.87161045,-28.27208473,48352991,27.79837522,-28.25562036,51621480,27.72489043,-28.23892162,54490626,27.6514942,-28.2217813,56668550,27.57854305,-28.20401235
BVT,77.40553922,3.382171105,-54.42832111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,469100.9894,12.73915695,5.680649157,15927714,11.78319289,6.24691904,18126996,11.7940233,6.237383693,20590665,11.80071373,6.220304983,23344183,11.80341163,6.195777662,26332957,11.80233218,6.164035581
KEN,595307.4983,37.81862057,0.599495788,31065818,36.46301235,-0.509160991,35349058,36.50583506,-0.473445593,40328310,36.5638011,-0.427850829,46050313,36.64068705,-0.370011653,52186713,36.7406273,-0.297359721
MOZ,790926.3087,35.61886778,-17.12709262,18264533,36.10604281,-18.19660985,21126682,36.09040556,-18.10166657,24321458,36.06909481,-18.00612561,27977871,36.04142211,-17.90938379,31993004,36.00671358,-17.810782
SDN,1866822.527,29.92187098,15.90860838,28079657,30.94446334,14.18730469,31990010,30.91140227,14.20097043,36114887,30.8679604,14.21098229,40234875,30.8151866,14.21764451,45308396,30.75420138,14.22129802
BWA,580861.3715,23.82429832,-22.14432759,1736580,25.69202092,-22.90935279,1863999,25.67318427,-22.91770392,2047832,25.65502651,-22.92715321,2262486,25.63754934,-22.93770473,2460223,25.6207477,-22.94934427
ATF,7826.309944,68.62390884,-48.97757862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERI,120534.3387,38.83400261,15.3915065,3535155,38.50832036,15.59697411,4191273,38.52298877,15.57312417,4689664,38.5365563,15.5503227,5227791,38.54906476,15.52855861,5891499,38.5605636,15.50781035
MLI,1257122.23,-3.578139249,17.27009566,11046924,-6.366342412,13.45819294,12881380,-6.38060531,13.449569,15167294,-6.397951097,13.43869798,17599705,-6.42014165,13.4242308,20456898,-6.449424515,13.404439
SEN,197412.8852,-14.46473018,14.35497269,9860580,-16.00650833,14.49838132,11268995,-16.00650842,14.49838123,12956789,-16.00650817,14.49838137,15129270,-16.00650845,14.49838152,17487413,-16.00650828,14.49838133
COD,2343614.046,23.65220887,-2.852051614,48048666,22.79064778,-3.294753236,56089535,23.10229624,-3.450629281,65938709,23.40411042,-3.651743936,77266807,23.69516954,-3.898064818,90169369,23.97436017,-4.187198886
NGA,913779.2777,8.085817138,9.569830235,122876761,7.21622219,8.623785606,139611317,7.215585575,8.628839128,159424791,7.215081314,8.634138197,182201912,7.214724342,8.639758627,206831006,7.214534743,8.645795707
EGY,1003871.939,29.89213134,26.41442997,68334898,31.23480166,29.62296341,74942113,31.22778426,29.63488964,82041000,31.22508309,29.63503034,91508080,31.22918601,29.61667789,100517804,31.24449234,29.56794569
ESH,268493.1895,-13.17999706,24.63596046,305614,-13.57947629,26.2232819,427782,-13.65083084,26.19109298,512065,-13.72759302,26.1451433,572540,-13.80790192,26.0882956,631288,-13.89036298,26.02284797
TUN,155253.2761,9.582123384,34.06259368,9699192,9.972058923,35.74548231,10102478,9.989867801,35.75011617,10639194,10.00742449,35.75653243,11253547,10.02468961,35.76487049,11835280,10.04162462,35.77527717
BDI,27142.17013,29.88980948,-3.36652413,6767071,29.82893642,-3.24799607,7934215,29.82891592,-3.252215754,9461113,29.83023029,-3.25463155,11178924,29.83313272,-3.255080964,13126281,29.83794059,-3.25325091
RWA,25429.48957,29.92359542,-2.000298908,8021871,29.81743289,-1.996976414,9008219,29.83297721,-1.998245487,10293668,29.85119277,-1.996537053,11609669,29.87212175,-1.991391013,12996601,29.89583806,-1.982187912
VNM,330215.3853,106.3489975,16.49170647,80285565,106.3655541,15.90955911,84203823,106.3857671,15.77086872,88357772,106.402446,15.6405264,93447591,106.4165013,15.51322853,98156607,106.4285801,15.38467242
CYP,9289.383774,33.22538547,35.04967221,943283,33.32228253,35.02822954,1032581,33.31997334,35.02662508,1103693,33.31660253,35.02422956,1165293,33.31210344,35.02097817,1218242,33.30629042,35.01677973
MYS,331533.6821,109.7079052,3.790748677,23420739,104.3288432,3.856864729,25796112,104.3976799,3.851593524,28119498,104.468798,3.844630065,30331011,104.5413624,3.835993171,32374467,104.6145166,3.82569188
LKA,66320.83429,80.69664119,7.61744875,18783781,80.42531471,7.2408084,19526419,80.42566467,7.224286936,20201316,80.4259637,7.213633898,20715066,80.42612859,7.206788842,21157434,80.42612489,7.202506278
SPR,1.886425863,114.5085361,10.83826007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRK,122815.8663,127.1310083,40.10322244,22840215,126.5917021,39.62059996,23813323,126.5881878,39.62515623,24500499,126.5843683,39.62972674,25155318,126.5802459,39.63431129,25762603,126.5758246,39.63891096
KGZ,199694.0957,74.51821422,41.44194508,4954855,73.75176081,41.55728906,5115468,73.74676787,41.56114756,5464565,73.74179447,41.56505095,5939966,73.73685066,41.5689997,6383565,73.73193806,41.57299515
BTN,40149.60813,90.42750314,27.41732454,564190,90.24240265,27.21335143,651155,90.23839629,27.2137415,720243,90.23442294,27.21413694,774832,90.23047871,27.21454589,817335,90.22655001,27.21496542
JPN,373128.8656,137.574149,37.22920197,125714698,136.9834835,35.58889826,126978708,137.0044528,35.57640461,127319734,137.02611,35.56426247,126573444,137.0484395,35.55247684,125039022,137.0714236,35.54105315
TLS,15008.30286,125.8528213,-8.819967719,847185,125.6888614,-8.788495823,989502,125.678242,-8.781728201,1057120,125.6688251,-8.773960169,1184752,125.6605044,-8.765286048,1314528,125.6531833,-8.755836
KHM,182457.2942,104.9151274,12.70334,12197878,104.7127723,12.01732315,13320075,104.6954456,12.04308251,14363586,104.6671595,12.08413162,15577888,104.6184161,12.15527529,16809181,104.5347807,12.28348802
MDV,301.7233621,73.22578364,3.70837005,280384,73.27916399,3.797570083,304964,73.29608718,3.847485339,332567,73.31022039,3.903055896,363657,73.31461117,3.942171856,393086,73.2892566,3.852766928
SGP,678.2318368,103.8201306,1.356596675,3918185,103.8412118,1.352327941,4495528,103.8398341,1.354135148,5078960,103.8386398,1.356318927,5603739,103.8377949,1.358980229,6006709,103.8375184,1.362215799
MAC,27.33197682,113.5573727,22.16217575,431904,113.5472232,22.19731907,468149,113.5475309,22.19677459,534626,113.5478496,22.19610081,587604,113.548175,22.19529143,633520,113.5485017,22.19434558
KOR,100511.2734,127.7882067,36.33363111,46206262,127.5526443,36.56259175,47605857,127.5373422,36.58610615,49090037,127.520415,36.61032743,50293448,127.5013993,36.63585788,51251482,127.479745,36.66341755
OMN,310779.7177,56.06631355,20.54689428,2239404,57.34313761,22.72965298,2506886,57.35386847,22.74008327,2943747,57.36167785,22.74364984,4490540,57.36424038,22.73453639,4815879,57.35792191,22.70318266
YEM,454796.7909,47.56417603,15.89068431,17795211,44.42719319,14.73361953,20504379,44.42895091,14.73350657,23591973,44.43071355,14.73338689,26832209,44.43248138,14.73326163,30029562,44.43425485,14.73313013
IOT,64.87007128,72.12070011,-6.682924228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEO,69890.47911,43.53644553,42.16918867,4743588,43.66179718,41.93601893,4475270,43.68140686,41.93321727,4250135,43.69602483,41.93150986,3999815,43.70484369,41.93121237,3977027,43.70695491,41.93269621
AZE,86370.72562,47.53052829,40.27570865,8117741,48.03327,40.26888004,8563392,48.0555442,40.26882868,9099893,48.079323,40.26846741,9753961,48.10560347,40.26790053,10240569,48.13568894,40.26725736
ISR,22471.04006,35.01866448,31.45917449,6013710,34.98519328,32.14401351,6603677,34.98523976,32.14006878,7420365,34.9853008,32.13643571,8064033,34.98537325,32.13309986,8718238,34.9854534,32.13004501
ARE,79604.96189,54.15534128,23.85509848,3050128,54.98304489,24.54557523,4481976,55.02254455,24.57803879,8329454,55.06144679,24.61001898,9156964,55.09945531,24.64126848,9822013,55.13630146,24.671563
MMR,672595.6553,96.5171224,20.98964439,47669794,96.01696513,19.50996464,49984703,96.04042562,19.4879881,51733018,96.07363626,19.47834976,53897150,96.11147695,19.4754429,56242422,96.15110102,19.47556092
TUR,781814.2542,35.18033399,39.01857148,63240153,33.22553302,39.25379656,67860634,33.13533158,39.25754255,72310422,33.0429841,39.26347825,78665813,32.95045597,39.27172033,82255772,32.85922548,39.28223311
AFG,645513.014,65.95058712,33.75057234,19701952,67.57999823,34.6057424,24399957,67.55676041,34.60897415,27962201,67.53450469,34.60819976,32526557,67.51316112,34.60453357,36442712,67.49266417,34.59888434
BHR,668.2074704,50.54428218,26.06698422,666856,50.559512,26.17238299,867013,50.56076667,26.17151523,1261318,50.56193839,26.17052897,1377238,50.56302528,26.16942102,1486112,50.56402636,26.1681884
CHN,9400019.343,103.4224683,35.5874072,1269975223,113.5305738,32.20917402,1305600507,113.572346,32.18666344,1340968758,113.6140383,32.16159172,1376049048,113.6560029,32.13394999,1402848217,113.6985954,32.10371097
NPL,148211.8783,83.97708956,28.24661515,23740134,84.55321354,27.71120779,25506863,84.55832412,27.66897514,26875912,84.57444166,27.63691131,28513668,84.62714596,27.60303165,30184338,84.74949226,27.55491448
BRN,5808.420057,114.7554495,4.527464683,330558,114.7965014,4.835398676,361889,114.8005158,4.838415934,393304,114.8044604,4.841353253,423191,114.8083336,4.844209227,450477,114.8121271,4.846986919
BGD,140303.3743,90.29043712,23.82388017,131280708,90.19439245,23.91491598,142929947,90.20907419,23.92177016,151616810,90.22416242,23.92787003,160995705,90.23961628,23.93323239,170466778,90.2553836,23.93788043
IND,3166954.933,79.57229373,22.55620854,1053481491,80.08938091,22.22708857,1144326391,80.09554404,22.29943448,1230984693,80.10034969,22.36919494,1311050608,80.10360339,22.43617891,1388858472,80.10517019,22.50022058
HKG,1134.68497,114.134918,22.38103353,6783502,114.1497824,22.3514153,6842460,114.1503227,22.35197565,6993576,114.1508144,22.3525619,7287983,114.151258,22.3531721,7557182,114.1516531,22.35380499
TJK,142203.0972,71.04926203,38.51465141,6186152,69.27787006,38.73419994,6805655,69.25956287,38.72721867,7581696,69.24218962,38.7198906,8481855,69.22567389,38.7122638,9419139,69.20994343,38.70437982
UZB,447430.4566,63.31565234,41.69024473,24518223,67.60458732,40.53501036,25922239,67.6219994,40.51666215,27739761,67.63919095,40.49850227,29893494,67.65615097,40.48053977,31767437,67.67286822,40.46278223
KAZ,2728513.073,67.20673066,47.89142847,14956763,70.30447513,47.33283728,15451761,70.23488107,47.11503266,16310624,70.15391422,46.91156601,17625229,70.06007708,46.72549229,18616175,69.95218332,46.55961434
THA,517030.3122,101.0124428,15.04070174,62693316,101.2974267,14.45004637,65863988,101.2281498,14.36960461,66692015,101.1576142,14.28480723,67959351,101.0861136,14.1954763,68581367,101.0140176,14.10155628
PSE,6238.485082,35.2086319,31.91581062,3223781,34.96509924,31.77194576,3579462,34.95771885,31.76761914,4068781,34.9502089,31.76322114,4668466,34.94257195,31.75875358,5333376,34.93481084,31.7542185
IDN,1902282.324,117.2241193,-2.220705457,211540428,109.762051,-5.070593864,226254748,109.8596438,-5.019483243,241613148,109.9885807,-4.961771926,257563812,110.1633926,-4.896693232,271857452,110.406355,-4.823384417
ARM,29683.86751,44.94671528,40.28685916,3076097,44.59744169,40.28746017,3014911,44.59616638,40.28276914,2963487,44.59479844,40.27837226,3017710,44.59333747,40.2742808,3038110,44.59179206,40.27048857
IRN,1626357.602,54.46969453,32.36416211,65850065,51.98885235,34.14360651,70122106,51.96152656,34.11909981,74253374,51.93425012,34.11239849,79109272,51.91947115,34.10376322,83403272,51.92046908,34.08300087
LBN,10446.30052,35.89551757,33.91819549,3235387,35.67367839,33.90468688,3986876,35.65691775,33.8845539,4337166,35.64197081,33.86739237,5850736,35.62863577,33.85286738,5891496,35.61672117,33.8406523
PHL,297672.1616,122.8998057,11.65770533,77932287,122.4586439,12.03078764,86141418,122.4623836,12.15111253,93038930,122.4720322,12.21329711,100699496,122.4850667,12.23721825,108435780,122.4999142,12.23605574
SYR,186915.7305,38.51239767,35.0041575,16354050,37.26776185,35.05053164,18132837,37.27361913,35.04843921,20720604,37.27915823,35.04588903,18502417,37.2843737,35.04287809,20993587,37.28926261,35.03940575
JOR,89396.57899,36.77623678,31.23432816,4767478,35.91268907,31.97468159,5332980,35.91323025,31.97608669,6517906,35.9138265,31.97749784,7594549,35.91448048,31.97891473,8166792,35.9151952,31.98034101
LAO,231027.5614,103.8056398,18.45661411,5349074,103.7911786,17.9943313,5751629,103.7989001,17.97231694,6267762,103.8075588,17.95502252,6809838,103.8168583,17.94035755,7406281,103.8266536,17.92721989
QAT,11275.55379,51.19222064,25.31084604,593449,51.44705714,25.32071649,836917,51.44705752,25.32071679,1765515,51.4470571,25.32071609,2235357,51.44705729,25.3207164,2452182,51.4470566,25.32071682
KWT,17449.79266,47.61428891,29.35256143,1929470,47.91219617,29.24828758,2263603,47.91671605,29.2430211,3059473,47.92094792,29.23791097,3892114,47.92490062,29.23295552,4316619,47.92858419,29.22815203
MNG,1565629.792,103.1383497,46.70132937,2397441,103.7789449,47.8169564,2526454,104.127078,47.82012184,2712659,104.4715069,47.82335892,2959130,104.8030068,47.82679511,3178902,105.1134148,47.83049282
SAU,1917042.3,44.6482697,23.94941769,21392273,43.36084652,23.26671359,24745223,43.42249605,23.30105125,28090651,43.48436354,23.33499339,31540371,43.54638584,23.36852891,34366243,43.60850406,23.40165045
PAK,877132.497,69.22453289,29.79595522,138250513,71.31803536,30.39700877,153356361,71.33898179,30.41353705,170043886,71.35929831,30.43025734,188924916,71.37902365,30.44718475,208436570,71.39819707,30.46433598
TKM,490263.8454,59.24781342,39.1593406,4501419,60.12956811,38.89518077,4747839,60.11384416,38.88894838,5041994,60.09767437,38.8824366,5373501,60.08105004,38.87563943,5685338,60.06396421,38.86855082
IRQ,446583.3697,43.78125112,32.93340313,23574760,44.67453807,33.52379079,27017711,44.66705493,33.53765964,30868149,44.65676878,33.5570051,36423398,44.64316609,33.58293182,41972385,44.62566858,33.61668274
TWN,36574.26584,120.9537607,23.74589524,21935444,120.917399,24.13088145,22704063,120.9245743,24.14895685,23200394,120.9317079,24.16715675,23381033,120.9387942,24.18545572,23402450,120.9458291,24.20383056
RUS,16883278.72,94.94261505,59.65930462,146400974,53.49384806,53.60621152,143622576,53.23169837,53.57526201,143158121,52.96041506,53.54415407,143456965,52.68039989,53.51281317,142898068,52.39215807,53.48115788
HRV,56910.17322,16.39681918,45.00457806,4428067,16.41012774,45.22412036,4378060,16.39228742,45.2216032,4316422,16.374322,45.21851573,4240314,16.35613541,45.2148352,4162495,16.33756681,45.21053936
MNE,13762.20507,19.2515389,42.78729535,613557,19.27152948,42.65102393,616390,19.2648997,42.63421261,621951,19.25930837,42.61830687,625783,19.2546819,42.60335362,625839,19.25094037,42.58937469
BLR,206450.1223,28.04270812,53.50064624,9952050,27.86402125,53.5236699,9640613,27.85451284,53.52172148,9492125,27.84571958,53.52140244,9495823,27.83795717,53.52306711,9364590,27.83170825,53.52723056
BGR,112055.6639,25.21999994,42.74933759,8000512,25.0703913,42.75140802,7682611,25.06309949,42.74260269,7407300,25.05378957,42.73427599,7149785,25.04244006,42.72644221,6884346,25.02904183,42.71911659
ALA,1459.374195,20.15371511,60.21808461,25841,20.0098627,60.15959289,26773,20.00443827,60.15920467,27960,19.9992692,60.1588108,29227,19.99438211,60.15843533,30205,19.98976826,60.15805022
GGY,88.35966097,-2.515167349,49.48570147,61669,-2.549381568,49.46929402,62504,-2.549379539,49.46929476,63104,-2.549383519,49.46929119,63138,-2.549385398,49.4692904,62966,-2.549383847,49.46929156
MCO,2.355457289,7.423268235,43.73567832,32080,7.423881719,43.73790469,33809,7.423777366,43.73778791,36846,7.423668906,43.73766529,37730,7.423555663,43.73753618,38484,7.42343854,43.73740114
MDA,33796.46958,28.48087807,47.18746863,4201090,28.60862539,47.17558498,4157709,28.60614649,47.17211156,4084481,28.60391387,47.16829801,4068900,28.6019216,47.16404601,4020992,28.60016597,47.15926873
VAT,0.528731019,12.45304804,41.90344846,787,12.45304804,41.90344846,798,12.45304804,41.90344846,799,12.45304804,41.90344846,800,12.45304804,41.90344846,804,12.45304804,41.90344846
